Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type,Brand,Category,Intent,Has_Local_Modifier
storage in townsville,13,13,50,24,1.95,https://www.royalwolf.com.au/product/self-storage-townsville,0,0.0,0,0.5,12000000,"11,11,3,11,11,7,100,11,11,7,7,15",2025-12-20,"Local pack, Sitelinks, Image, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
royal wolf clayton,13,24,50,17,1.78,https://www.royalwolf.com.au/delivery,0,0.0,0,0.41,4080000,"14,18,14,14,8,8,8,6,6,8,14,10",2025-12-20,"Knowledge panel, Sitelinks, Video, Image, Related searches","navigational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,False
container storage solutions,13,13,50,34,3.05,https://www.royalwolf.com.au/,0,0.0,0,0.45,156000000,"11,11,11,11,11,23,29,23,41,100,41,41",2025-08-22,"Local pack, Image pack, Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
hobart storage facilities,14,14,50,22,1.81,https://www.royalwolf.com.au/product/self-storage-hobart,0,0.0,0,0.62,3340000,"0,0,0,43,100,0,0,34,9,0,0,0",2025-12-18,"Local pack, Sitelinks, Image, Ads bottom, People also ask, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
moving pod rental,14,14,50,38,2.4,https://www.royalwolf.com.au/relocations,0,0.0,0,0.73,7520000,"63,63,63,63,63,63,63,18,63,18,18,18",2025-09-07,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",navigational,Organic,Royal Wolf,Uncategorized,Transactional,False
adelaide storage containers,14,14,50,17,2.91,https://www.royalwolf.com.au/offices/adelaide,0,0.0,0,0.56,1170000,"77,55,55,33,33,77,100,44,44,55,77,55",2025-09-02,"Local pack, Image pack, Sitelinks, Popular products, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
royal wolf container hire,14,14,50,16,2.06,https://www.royalwolf.com.au/locations,0,0.0,0,0.73,453000,"55,55,77,44,55,55,55,77,77,55,44,100",2025-09-08,"Local pack, Sitelinks, Related searches","commercial, navigational",Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
storage newcastle west,14,14,50,30,0.0,https://www.royalwolf.com.au/product/self-storage-newcastle,0,0.0,0,0.0,54900000,"28,28,28,42,71,100,100,71,71,100,100,71",2025-09-03,"Local pack, Image pack, Image, People also ask, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
where can you buy shipping containers,14,14,50,19,1.77,https://www.royalwolf.com.au/,0,0.0,0,0.35,10,"14,14,14,14,14,14,14,78,78,100,78,50",2025-11-16,"Local pack, Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
20 ft container specifications,14,14,50,23,0.46,https://www.royalwolf.com.au/product/20ft-shipping-containers,0,0.0,0,0.15,15800000,"66,4,33,19,9,23,42,100,23,9,19,4",2025-09-01,"Image pack, Video, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
buy small shipping container,14,14,50,8,1.28,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.78,149000000,"18,18,27,36,45,36,36,45,100,36,81,81",2025-12-15,"Local pack, Sitelinks, Video, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
cheap storage townsville,14,14,50,20,1.96,https://www.royalwolf.com.au/product/self-storage-townsville,0,0.0,0,0.53,11200000,"18,18,36,100,18,18,100,18,100,18,36,45",2025-08-17,"Knowledge panel, Image pack, Sitelinks, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
royal wolf adelaide,14,14,50,8,1.82,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.46,3150000,"23,33,19,23,14,23,23,23,14,33,33,33",2025-12-05,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","navigational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,True
sea can,15,15,50,13,2.6,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.52,9,"9,9,4,52,80,9,14,19,14,9,23,19",2025-11-23,"Image pack, Sitelinks, Video, Image, Related searches, See results about, AI overview",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
royal wolf rockhampton,15,15,50,12,1.09,https://www.royalwolf.com.au/uploads/files/brochures/Product_Catalogue_Brochure_May24.pdf,0,0.0,0,0.27,50800,"45,63,45,36,63,45,45,27,18,45,63,45",2025-12-07,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,False
newcastle storage unit,15,15,50,23,2.76,https://www.royalwolf.com.au/product/self-storage-newcastle,0,0.0,0,0.9,9,"22,0,11,55,55,77,100,77,77,55,77,55",2025-11-25,"Knowledge panel, Image pack, Sitelinks, Image, Ads bottom, People also ask, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
royal wolf container hire,15,15,50,16,2.06,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.73,453000,"55,55,77,44,55,55,55,77,77,55,44,100",2025-09-08,"Local pack, Sitelinks, Related searches","commercial, navigational",Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
royal wolf hobart,15,15,50,15,1.35,https://www.royalwolf.com.au/self-storage,0,0.0,0,0.43,99,"35,35,35,50,64,35,35,28,28,21,14,14",2025-08-14,"Knowledge panel, Image pack, Video, Image, Related searches","informational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,False
portable storage containers for rent,15,15,50,19,1.61,https://www.royalwolf.com.au/,0,0.0,0,0.27,10,"18,18,18,36,36,27,36,100,27,36,81,81",2025-11-16,"Local pack, Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches, AI overview",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
royal wolf clayton,15,92,50,17,1.78,https://www.royalwolf.com.au/product/container-housing,0,0.0,0,0.41,4080000,"14,18,14,14,8,8,8,6,6,8,14,10",2025-12-20,"Knowledge panel, Sitelinks, Video, Image, Related searches","navigational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,False
where do you buy shipping containers,15,15,50,19,1.77,https://www.royalwolf.com.au/,0,0.0,0,0.35,10,"14,14,14,14,14,14,14,78,78,100,78,50",2025-11-16,"Local pack, Image pack, Sitelinks, Video, Ads bottom, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
shipping containers for sale newcastle nsw,15,15,50,10,3.0,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.99,393000,"63,63,18,27,100,36,81,63,27,36,63,63",2025-11-29,"Local pack, Sitelinks, Video, Ads bottom, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
container houses sale,15,15,50,10,0.39,https://www.royalwolf.com.au/product/container-housing,0,0.0,0,1.0,23600000,"21,28,21,21,100,35,28,21,50,35,35,50",2025-12-08,"Sitelinks, Video, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
royal wolf adelaide,15,15,50,8,1.82,https://www.royalwolf.com.au/clearance/20ft-high-cube-container-adelaide-rwtu9663247,0,0.0,0,0.46,3150000,"23,33,19,23,14,23,23,23,14,33,33,33",2025-12-05,"Knowledge panel, Sitelinks, Video, Image, People also ask, Related searches","navigational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,True
10 ft container dimensions,15,7,50,10,0.71,https://www.royalwolf.com.au/storage-containers,0,0.0,0,0.12,22500000,"29,29,17,23,29,23,29,100,52,23,29,41",2025-12-21,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
storage box rental,15,15,50,30,3.32,https://www.royalwolf.com.au/,0,0.0,0,0.55,10,"11,11,11,11,11,17,11,64,64,64,23,29",2025-11-16,"Local pack, Sitelinks, Ads bottom, People also ask, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
total containers perth,16,16,50,14,3.08,https://www.royalwolf.com.au/offices/perth-bassendean,0,0.0,0,0.38,99,"63,63,63,63,63,63,36,63,63,45,18,18",2025-09-07,"Knowledge panel, Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
container size chart,16,16,50,14,0.0,https://www.royalwolf.com.au/storage-containers,0,0.0,0,0.0,208000000,"11,11,11,11,11,11,11,64,11,64,64,64",2025-08-24,"Image pack, Video, Image, Related searches, AI overview",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping hobart,16,16,50,9,1.6,https://www.royalwolf.com.au/offices/hobart,0,0.0,0,0.15,8960000,"11,11,11,11,41,41,82,100,41,17,17,11",2025-09-01,"Image pack, Sitelinks, Related searches",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
royal wolf container hire,16,16,50,16,2.06,https://www.royalwolf.com.au/offices/townsville,0,0.0,0,0.73,453000,"55,55,77,44,55,55,55,77,77,55,44,100",2025-09-08,"Local pack, Sitelinks, Related searches","commercial, navigational",Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
comtainers,16,16,50,23,1.59,https://www.royalwolf.com.au/,0,0.0,0,0.86,1920000000,"9,3,3,21,12,15,15,9,21,15,34,15",2025-11-26,"Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,False
where can i buy a shipping container,16,16,50,24,1.77,https://www.royalwolf.com.au/,0,0.0,0,0.35,10,"18,18,18,18,18,18,18,100,100,100,100,63",2025-11-16,"Local pack, Sitelinks, Image, Ads bottom, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
total hoardings sydney,16,16,50,17,0.0,https://www.royalwolf.com.au/product/hoardings,0,0.0,0,0.01,36700,"63,18,100,18,18,18,100,18,100,81,63,18",2025-12-18,"Knowledge panel, Sitelinks",navigational,Organic,Royal Wolf,Uncategorized,Commercial,True
8ft shipping container for sale,16,16,50,6,1.23,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.77,1230000,"9,9,14,23,23,23,33,23,33,33,42,42",2025-11-26,"Sitelinks, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
buy shipping container near me,16,16,50,20,2.7,https://www.royalwolf.com.au/,0,0.0,0,0.86,10,"18,18,18,18,18,18,18,100,100,100,36,81",2025-11-16,"Local pack, Sitelinks, Ads top, Ads bottom, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,True
townsville self storage,16,16,50,22,2.18,https://www.royalwolf.com.au/product/self-storage-townsville,0,0.0,0,0.39,2190000,"10,23,23,12,12,7,7,17,10,23,17,0",2025-09-05,"Local pack, Image pack, Sitelinks, Image, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
moving cube,16,16,50,16,2.09,https://www.royalwolf.com.au/product/8ft-minicube-container,0,0.0,0,0.63,149000000,"55,44,44,55,55,11,55,77,77,55,77,55",2025-09-09,"Image pack, Sitelinks, Video, Related searches",commercial,Organic,Royal Wolf,Uncategorized,Commercial,False
shipping storage containers,17,17,50,43,2.99,https://www.royalwolf.com.au/,0,0.0,0,0.64,70400000,"33,44,55,44,77,55,44,77,55,77,100,100",2025-12-06,"Local pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
storage units townsville prices,17,17,50,7,1.33,https://www.royalwolf.com.au/product/self-storage-townsville,0,0.0,0,0.46,1190000,"23,29,23,23,23,17,23,64,17,29,52,52",2025-12-11,"Sitelinks, People also ask, Related searches, AI overview",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
container cabins,17,17,50,11,0.61,https://www.royalwolf.com.au/product/container-housing,0,0.0,0,0.94,9760000,"77,100,55,55,44,55,55,55,44,44,44,33",2025-09-01,"Local pack, Image pack, Sitelinks, Video, Image, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
royal wolf container hire,17,17,50,16,2.06,https://www.royalwolf.com.au/offices/melbourne-sunshine,0,0.0,0,0.73,453000,"55,55,77,44,55,55,55,77,77,55,44,100",2025-09-08,"Local pack, Sitelinks, Related searches","commercial, navigational",Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
royal wolf heatherbrae,17,17,50,15,1.82,https://www.royalwolf.com.au/shipping-containers,0,0.0,0,0.42,35900,"63,63,63,45,18,18,100,18,18,18,100,18",2025-09-05,"Knowledge panel, Image pack, Video, Image, Related searches","informational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,False
cheap storage units townsville,17,17,50,21,1.96,https://www.royalwolf.com.au/product/self-storage-townsville,0,0.0,0,0.53,1490000,"36,18,27,100,36,27,100,27,100,18,18,18",2025-08-31,"Local pack, Image pack, Sitelinks, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
aussie container storage,17,17,50,30,1.67,https://www.royalwolf.com.au/,0,0.0,0,0.33,5050000,"42,7,7,42,7,42,7,7,7,15,15,7",2025-12-15,"Local pack, Sitelinks, Image, People also ask, Related searches","commercial, navigational",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container houses for sale,17,17,50,6,0.43,https://www.royalwolf.com.au/product/container-housing,0,0.0,0,0.82,17700000,"42,26,34,34,19,15,19,7,19,19,7,19",2025-09-09,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
royal wolf hobart,17,17,50,15,1.35,https://www.royalwolf.com.au/current-hire-promotions,0,0.0,0,0.43,99,"35,35,35,50,64,35,35,28,28,21,14,14",2025-08-14,"Knowledge panel, Image pack, Video, Image, Related searches","informational, transactional",Organic,Royal Wolf,Uncategorized,Commercial,False
40ft sea container,17,17,50,3,2.49,https://www.royalwolf.com.au/product/2nd-hand-used-shipping-containers,0,0.0,0,0.86,1760000,"57,42,42,71,100,100,100,71,100,100,100,71",2025-12-06,"Video Carousel, Related searches","commercial, informational",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
footy tipping sites,17,17,50,60,4.43,https://www.royalwolf.com.au/tipping-competitions,0,0.0,0,0.11,23400000,"18,18,18,18,18,100,100,100,100,100,18,18",2025-12-10,"Sitelinks, Video, People also ask, Related searches",informational,Organic,Royal Wolf,Uncategorized,Commercial,False
buy a storage container,17,17,50,36,2.25,https://www.royalwolf.com.au/product/8ft-minicube-container,0,0.0,0,0.83,324000000,"22,22,22,100,100,55,55,55,77,44,77,77",2025-12-06,"Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
self storage in cairns,17,17,50,18,2.0,https://www.royalwolf.com.au/product/self-storage-cairns,0,0.0,0,0.6,4780000,"42,7,0,3,26,0,26,34,7,100,15,0",2025-11-25,"Local pack, Sitelinks, Image, Ads bottom, Related searches",commercial,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container padlock,17,17,50,2,0.8,https://www.royalwolf.com.au/product/wolf-lock-container,0,0.0,0,1.0,1730000,"35,50,35,35,35,50,50,35,35,28,50,35",2025-08-16,"Image pack, Video, People also ask, Popular products, Related searches","informational, transactional",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping containers to buy,17,17,50,21,2.08,https://www.royalwolf.com.au/shipping-containers,0,0.0,0,0.61,110000000,"7,7,7,7,11,15,19,19,15,42,42,15",2025-08-22,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
shipping container whirlybird adapter,17,17,50,3,0.0,https://www.royalwolf.com.au/container-accessories,0,0.0,0,0.87,70,"18,27,36,100,100,36,45,45,36,18,18,18",2025-09-06,"Knowledge panel, Image pack, Video, People also ask, Related searches",informational,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
ship containers,17,17,50,61,1.89,https://www.royalwolf.com.au/shipping-containers,0,0.0,0,0.7,115000000,"2,2,14,4,6,22,8,10,18,18,10,14",2025-12-16,"Local pack, Image pack, Sitelinks, Video, Related searches","commercial, informational",Organic,Royal Wolf,Mobile Storage/Containers,Commercial,False
shipping container for sale australia,17,17,50,23,1.87,https://www.royalwolf.com.au/,0,0.0,0,0.72,23600000,"18,18,27,36,36,36,45,100,100,36,81,100",2025-11-27,"Sitelinks, Video, Image, People also ask, Popular products, Related searches, See results about",transactional,Organic,Royal Wolf,Mobile Storage/Containers,Commercial,True
container ramp hire,17,17,50,1,1.21,https://www.royalwolf.com.au/product/ramps,0,0.0,0,1.0,2020000,"36,45,45,100,27,36,36,45,45,36,45,36",2025-09-10,"Image pack, Sitelinks, Related searches",informational,Organic,Royal Wolf,Mobile Storage/Containers,Transactional,False
